id,t,x0,x1
8,9.2,1.100327,3.435587
8,9.6,1.526784,3.256894
8,10.0,2.023133,3.46993
8,10.4,2.398208,3.977727
8,10.8,2.52336,4.580962
8,11.2,2.351437,5.048174
8,11.6,1.879776,5.148382
8,12.0,1.214295,4.720188
8,12.4,0.897183,4.015079
8,12.8,1.072303,3.47443
8,13.2,1.481323,3.259889
8,13.6,1.977479,3.43681
8,14.0,2.369897,3.922516
8,14.4,2.521395,4.524474
8,14.8,2.378723,5.013026
8,15.2,1.935686,5.156707
8,15.6,1.275781,4.779036
8,16.0,0.902298,4.077816
8,16.4,1.044748,3.513711
8,16.8,1.436925,3.264223
8,17.2,1.932353,3.405462
8,17.6,2.341425,3.86893
8,18.0,2.518637,4.468998
8,18.4,2.404363,4.977639
8,18.8,1.988951,5.162728
8,19.2,1.337716,4.835391
8,19.6,0.910868,4.141704
8,20.0,1.01878,3.555098
8,20.4,1.393522,3.271458
8,20.8,1.886808,3.376688
8,21.2,2.311409,3.816674
8,21.6,2.513817,4.41324
8,22.0,2.427664,4.940174
8,22.4,2.039834,5.164813
8,22.8,1.400846,4.888286
8,23.2,0.92422,4.206836
8,23.6,0.994814,3.598956
8,24.0,1.351222,3.282012
8,24.4,1.840724,3.350815
8,24.8,2.279541,3.765825
8,25.2,2.5066,4.357012
8,25.6,2.448417,4.900279
8,26.0,2.08832,5.162602
8,26.4,1.464823,4.937152
8,26.8,0.943002,4.273046
8,27.2,0.973065,3.645303
8,27.6,1.310151,3.295974
8,28.0,1.794197,3.328012
8,28.4,2.245804,3.716539
8,28.8,2.496911,4.300406
8,29.2,2.46656,4.857994
8,29.6,2.134356,5.156104
8,30.0,1.529081,4.981617
8,30.4,0.967578,4.34006
8,30.8,0.953706,3.694065
8,31.2,1.270427,3.313335
8,31.6,1.747379,3.308397
8,32.0,2.210266,3.668984
8,32.4,2.484753,4.243585
8,32.8,2.482075,4.813469
8,33.2,2.177894,5.145436
8,33.6,1.593069,5.021431
8,34.0,0.998125,4.407523
8,34.4,0.936915,3.745142
8,34.8,1.232158,3.334046
8,35.2,1.700438,3.292058
8,35.6,2.173024,3.623326
8,36.0,2.47015,4.186734
8,36.4,2.494961,4.766882
8,36.8,2.218896,5.13075
8,37.2,1.656306,5.056427
8,37.6,1.034627,4.474999
8,38.0,0.922902,3.798431
8,38.4,1.19544,3.358043
8,38.8,1.653545,3.27907
8,39.2,2.134187,3.579729
8,39.6,2.45314,4.130036
8,40.0,2.505221,4.718417
9,0.0,1.727731,4.473582
9,0.4,1.569319,4.292793
9,0.8,1.516687,4.066152
9,1.2,1.625724,3.917246
9,1.6,1.858062,3.942416
9,2.0,2.109817,4.159698
9,2.4,2.263109,4.497307
9,2.8,2.231646,4.817846
9,3.2,1.975283,4.953667
9,3.6,1.52381,4.754302
9,4.0,1.129841,4.238814
9,4.4,1.147154,3.722927
9,4.8,1.504765,3.476075
9,5.2,2.03284,3.626988
9,5.6,2.504373,4.13948
